,ID,Name,Age,OVA,Nationality,Club,BP,POT,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,PAC,SHO,PAS,DRI,DEF,PHY
11269,239016,D. Schmid,19,62,Switzerland,FC Lausanne-Sport,CM,79,49,35,41,68,55,64,73,67,72,73,68,69,68,45,70,72,68,70,64,31,40,53,45,74,45,62,35,44,52,69,44,66,66,44,61
13502,245900,L. Binks,18,62,England,Montreal Impact,CB,79,35,23,59,64,28,44,30,33,52,55,59,63,52,60,56,43,64,46,68,26,62,61,24,40,48,51,59,64,61,61,29,48,50,61,61
14886,252072,S. Ramos Mingo,17,62,Argentina,FC Barcelona,CB,79,31,20,67,69,33,29,26,33,35,35,68,54,48,54,49,44,73,59,56,28,48,55,27,32,46,45,56,74,72,60,29,45,35,64,56
17027,258826,D. Rensch,17,62,Netherlands,Ajax,CB,79,54,43,58,60,39,64,41,38,64,68,68,74,68,58,71,48,72,64,53,40,59,64,41,51,42,57,60,63,67,71,43,56,66,62,58
15080,252571,L. Smith,20,62,Scotland,Hamilton Academical FC,RM,78,57,50,27,59,48,62,54,54,53,61,81,79,80,52,67,58,51,64,37,50,31,27,52,59,49,49,35,30,25,80,52,57,63,30,43
16883,258494,Larrubia,18,62,Spain,Málaga CF,CAM,78,57,52,35,64,50,65,62,52,62,65,68,62,77,51,77,53,61,48,44,58,44,30,57,62,54,68,40,30,35,65,54,61,66,34,46
13167,244771,K. Moreno,19,62,Colombia,Deportivo Cali,CB,78,25,26,61,47,25,29,26,28,33,39,63,59,46,53,55,45,75,64,82,33,64,60,24,39,36,51,63,62,58,61,32,37,36,61,74
15653,254470,L. Thomas,19,62,England,Leicester City,LB,78,56,36,54,51,30,57,46,40,38,59,75,70,63,57,60,39,65,69,55,34,54,61,54,51,35,53,59,57,57,72,37,49,58,58,59
12140,241842,B. Johnson,20,62,England,West Ham United,RB,78,58,23,57,55,30,56,47,39,49,61,71,71,68,59,75,44,65,62,50,36,54,55,49,38,39,50,56,60,61,71,32,50,60,58,55
6290,215607,Neilton,19,62,Brazil,Santos,CAM,78,48,67,42,64,52,73,56,50,56,74,79,83,85,62,92,61,48,59,30,42,55,29,64,61,58,,40,39,37,81,59,58,75,37,43
14122,247876,R. Quirynen,18,62,Belgium,Royal Excel Mouscron,RM,78,61,38,44,66,45,61,63,42,62,66,73,77,70,50,70,57,76,58,56,53,48,54,53,58,41,58,50,62,61,75,46,61,63,55,56
16415,257051,O. Schönfelder,19,62,Germany,SV Werder Bremen,LM,78,60,60,43,56,58,62,58,41,54,67,76,74,54,53,62,61,51,62,57,49,51,48,53,50,54,55,40,53,52,75,57,55,62,47,57
12780,243731,S. González,18,62,Argentina,San Lorenzo de Almagro,RM,78,58,54,40,61,53,66,60,49,57,65,73,69,70,64,67,62,54,60,32,41,44,23,62,57,51,68,34,39,42,71,53,58,66,35,43
12415,242628,G. Bello,18,62,United States,Atlanta United,LB,78,53,39,41,57,25,64,52,27,39,62,78,80,85,57,74,45,59,63,41,35,54,53,55,45,39,58,61,60,57,79,40,49,66,57,50
10734,237139,T. Oakley-Boothe,20,62,England,Stoke City,CM,78,48,39,45,69,34,62,56,55,68,65,63,65,56,55,51,44,59,62,58,36,59,61,56,62,52,65,60,61,55,64,41,62,61,59,59
10985,237933,B. Fleming,20,62,England,Hull City,LB,78,65,32,53,45,31,64,53,43,43,58,75,73,69,57,78,37,64,59,58,36,55,59,43,45,43,53,59,59,57,74,35,49,63,58,58
16264,256453,A. Sarr,19,62,Sweden,Malmö FF,RM,78,52,56,55,53,47,69,52,41,44,65,83,86,74,55,53,63,47,67,73,53,49,22,58,57,46,65,17,24,19,85,56,52,67,24,65
11669,240334,Z. Medley,19,62,England,Gillingham,CB,78,34,25,62,43,35,42,34,29,37,50,56,66,53,56,51,41,70,62,74,27,58,60,32,37,43,50,64,65,63,62,30,38,47,63,68
15278,253162,H. Nicolussi Caviglia,20,62,Italy,Juventus,CAM,78,47,44,57,71,42,62,50,48,69,63,67,63,59,61,68,70,57,61,48,48,58,45,63,59,49,45,49,59,57,65,51,61,62,53,54
14275,248687,B. Cabango,20,62,Wales,Swansea City,CB,78,31,24,60,47,26,32,29,25,32,41,62,62,45,58,57,36,75,60,70,26,58,66,27,29,38,43,60,65,64,62,28,36,39,63,65
17101,259050,A. Sidibé,18,62,France,AS Saint-Étienne,RM,78,60,53,49,60,54,68,60,48,50,64,75,74,70,45,68,64,48,50,54,48,39,24,59,58,59,50,30,27,29,74,55,58,66,30,50
13148,244717,A. Gallo,20,62,Italy,Lecce,LM,78,61,47,49,64,47,61,60,59,59,60,78,79,65,60,66,59,64,54,55,50,50,52,49,60,48,57,55,60,60,79,50,61,61,56,54
13393,245491,P. Beruatto,19,62,Italy,Juventus,CB,78,50,10,60,58,38,52,41,40,55,54,63,67,54,59,54,57,68,54,68,32,57,60,22,43,43,56,64,66,68,65,27,51,53,64,62
13561,246112,N. Djouahra,20,62,France,Real Sociedad,CAM,78,51,60,38,70,48,68,60,44,65,67,71,64,77,55,81,56,47,53,58,53,44,28,50,58,47,63,28,31,29,67,56,61,69,30,53
15987,255432,K. Salvatierra,18,62,Bolivia,Oriente Petrolero,CM,77,36,55,50,70,35,55,33,44,65,60,61,65,55,65,68,51,61,68,55,51,55,55,56,62,36,42,38,58,43,63,52,58,58,49,59
11944,241164,J. Kübler,20,62,Germany,FC Carl Zeiss Jena,CDM,77,51,42,66,70,37,60,50,49,66,64,63,57,71,61,74,63,70,55,56,44,62,52,39,61,64,48,59,68,57,60,47,62,63,61,58
14038,247582,F. Amaya,19,62,United States,FC Cincinnati,CAM,77,45,49,38,67,46,66,57,44,59,64,74,71,74,56,77,58,58,71,45,54,72,56,60,61,45,59,54,58,56,72,52,59,66,54,58
12850,243932,D. Philipp,20,62,Germany,ADO Den Haag,CAM,77,45,63,40,63,57,66,63,59,54,65,65,65,65,62,66,70,65,53,55,60,46,36,57,61,42,60,48,37,24,65,62,57,65,39,53
11081,238273,J. Marković,19,62,Romania,Academica Clinceni,ST,77,27,60,61,56,49,57,60,31,31,59,74,78,81,58,65,68,81,73,81,44,76,11,60,49,55,61,27,12,15,76,58,44,60,22,78
12646,243390,I. Poveda,20,62,England,Leeds United,CAM,77,55,58,27,60,45,64,38,36,48,67,78,75,74,59,73,52,43,55,52,45,33,27,48,59,47,64,35,31,28,76,53,55,66,31,49
12088,241650,J. Lahne,18,62,Sweden,Amiens SC,CAM,77,40,65,47,57,52,67,45,42,55,64,93,92,79,49,88,60,91,71,56,57,62,38,61,59,57,58,27,38,37,92,61,52,67,36,63
11891,241027,B. Galván,19,62,Argentina,Colorado Rapids,RM,77,54,60,58,62,43,63,58,60,58,58,83,74,73,55,78,60,76,61,48,42,55,46,59,55,42,54,40,39,41,78,55,58,63,43,54
14200,248199,V. Antov,18,62,Bulgaria,Bulgaria,CB,77,39,23,59,58,33,37,32,26,51,53,62,60,65,64,58,45,68,73,67,42,68,63,27,48,33,50,65,62,61,61,32,48,47,63,69
14350,250786,B. Jackson,19,62,England,Huddersfield Town,LB,77,58,33,52,41,32,64,37,41,29,49,82,82,65,54,46,34,64,55,46,36,58,58,50,40,45,45,56,70,65,82,35,42,58,61,52
14969,252276,Raúl Prada,19,62,Spain,Real Oviedo,CB,77,51,24,61,53,32,46,38,32,43,48,70,67,58,57,58,40,69,68,64,26,56,59,32,27,36,42,62,63,62,68,29,44,49,62,64
13709,246645,A. Lottin,18,62,France,FC Girondins de Bordeaux,CM,77,53,43,59,66,34,61,43,39,63,64,61,68,61,63,62,57,63,69,58,41,53,56,57,59,49,52,58,64,57,65,46,59,62,59,60
13571,246137,K. Ramsay,19,62,England,Southampton,RB,77,61,29,58,47,40,62,39,34,34,54,71,70,61,59,71,31,62,61,66,33,59,58,49,39,45,44,52,66,62,70,33,45,60,59,63
5720,212542,D. Martínez,19,62,Mexico,Cruz Azul,RW,77,53,58,37,49,57,71,52,50,47,69,74,73,80,55,87,48,67,47,20,49,25,28,52,55,54,,22,22,23,73,54,51,71,25,30
15035,252454,H. Ortega,20,62,Mexico,Deportivo Toluca,CB,77,27,29,62,55,29,46,26,26,50,51,56,55,36,54,48,40,75,62,65,21,82,58,42,37,45,52,58,66,60,55,31,42,47,61,68
9275,231519,L. Olivera,18,62,Argentina,River Plate,LB,77,65,26,48,52,34,54,39,36,32,51,82,76,84,49,82,35,73,84,46,29,41,63,40,36,39,38,53,52,62,79,30,47,57,55,56
12917,244134,B. Kapacak,18,62,Turkey,Bursaspor,RM,77,63,47,50,56,34,66,39,38,54,58,67,68,58,60,73,46,60,73,57,54,59,51,56,58,40,50,53,61,52,68,48,56,63,55,62
14598,251431,M. Malone,19,62,Germany,SV Wehen Wiesbaden,ST,77,37,62,64,54,44,57,49,38,42,60,65,75,64,62,68,59,64,52,69,60,35,21,62,49,60,55,14,23,16,71,60,47,59,23,58
13548,246070,Iván Jaime,19,62,Spain,Málaga CF,CAM,76,57,58,39,66,50,64,62,49,64,66,70,64,64,55,66,64,53,62,57,59,44,52,55,63,52,52,46,52,48,67,59,62,64,49,55
8010,225946,O. Shenton,20,62,England,Stoke City,CAM,76,59,52,49,66,49,65,58,49,62,68,66,61,63,60,69,62,69,61,67,47,52,44,54,64,60,62,56,54,55,63,53,62,66,52,63
13550,246078,C. Mamengi,18,62,Netherlands,FC Utrecht,CB,76,42,28,62,50,38,47,47,28,53,56,73,75,67,53,70,55,80,58,72,30,68,57,33,38,39,59,60,60,60,74,35,45,53,60,68
13963,247343,M. Mampala,18,62,England,Everton,ST,76,60,59,63,56,55,62,50,44,35,60,76,74,69,58,67,59,58,51,66,54,60,32,60,54,59,62,25,34,29,75,58,52,62,33,61
15813,254964,M. Palomino,19,62,United States,Houston Dynamo,CAM,76,58,50,33,53,42,68,47,58,61,70,68,61,67,70,75,53,53,44,44,54,37,22,58,66,63,64,35,38,32,64,52,58,69,33,43
13151,244724,E. Frederiksen,19,62,Denmark,SønderjyskE,CAM,76,53,51,42,62,53,68,67,54,57,64,78,68,88,56,78,67,45,34,51,53,46,31,49,67,53,63,37,40,44,73,55,60,69,38,45
11451,239666,T. Müsel,20,62,Germany,Borussia Mönchengladbach,ST,76,56,65,55,64,57,66,56,56,50,68,68,68,67,51,64,60,53,54,61,55,35,28,59,51,53,44,23,25,27,68,61,57,66,28,54
11799,240756,P. Sussek,20,62,Germany,FC Ingolstadt 04,RM,76,55,49,40,61,45,66,44,43,51,64,76,70,81,54,84,57,56,58,45,45,40,24,55,60,47,44,28,22,28,73,50,56,67,27,48
11817,240806,E. Henderson,19,62,Scotland,Heart of Midlothian,RM,76,65,65,45,59,44,62,60,44,57,64,84,83,65,43,70,66,58,60,64,36,40,21,63,62,61,66,26,30,36,83,58,60,62,29,58
15993,255441,M. Sissako,19,62,Mali,Standard de Liège,CB,76,34,23,68,56,22,51,56,21,61,57,62,67,55,57,58,51,73,63,63,32,52,63,22,49,21,54,58,66,61,65,30,49,54,63,61
12011,241422,K. Hansen,19,62,Norway,Stabæk Fotball,CAM,76,54,58,41,59,49,65,60,49,56,66,72,68,77,56,79,66,51,55,56,52,45,31,56,58,55,60,24,42,38,70,58,57,67,34,53
15388,253472,E. Kahl,18,62,Sweden,AIK,LB,76,58,28,49,56,37,58,56,35,47,62,77,75,68,53,75,51,64,62,57,28,53,56,51,58,31,55,58,57,59,76,34,54,61,57,58
12015,241436,C. Bassey,20,62,England,Rangers FC,CB,76,60,36,55,52,33,59,51,37,49,56,69,73,57,57,54,45,69,67,75,36,69,59,53,50,44,55,58,61,59,71,39,52,58,59,72
14077,247730,D. Matsuoka,19,62,Japan,Sagan Tosu,CM,76,55,44,47,67,44,67,46,44,65,65,62,59,75,62,78,50,73,68,55,49,60,54,59,56,42,59,47,56,46,60,47,60,68,51,60
10494,236325,J. Vokins,20,62,England,Southampton,LWB,76,63,34,47,54,29,65,53,38,32,57,71,71,71,60,60,64,62,62,56,50,57,59,57,50,50,56,61,61,58,71,45,51,63,59,58
14159,248052,R. Fernández,20,62,Bolivia,Bolivia,LB,76,62,32,44,59,25,51,51,29,59,38,64,56,62,56,85,30,63,87,51,29,50,55,47,34,37,45,45,68,67,60,32,53,50,56,60
16634,257706,S. Martínez,19,62,Mexico,Guadalajara,CAM,76,50,60,60,67,54,62,50,45,65,65,60,62,55,57,68,61,50,50,56,50,39,20,66,60,56,60,40,50,50,61,58,60,62,42,51
12082,241635,M. Chouiar,19,62,France,Racing Club de Lens,CAM,76,58,58,43,64,53,65,57,51,55,62,66,72,78,47,74,55,58,61,43,53,38,18,62,60,57,54,47,28,20,69,56,60,65,32,47
15260,253118,D. Velimirovic,19,62,Austria,SK Rapid Wien,CDM,76,36,52,45,59,34,66,44,34,57,69,63,55,71,58,64,58,65,69,69,59,65,60,42,56,40,57,56,63,59,59,53,52,67,58,68
12470,242769,S. Vines,21,62,United States,Colorado Rapids,LB,76,50,32,46,59,32,57,46,35,53,59,73,68,74,60,72,30,62,71,59,28,49,54,42,41,34,56,61,62,61,70,31,51,60,58,60
12126,241809,T. Al Ammar,20,62,Saudi Arabia,Al Shabab,RM,76,62,52,36,67,33,63,34,34,60,62,65,71,81,60,83,57,60,79,58,44,52,49,61,63,29,52,47,55,38,68,50,61,65,48,62
14470,251151,S. Kavrazlı,18,62,Turkey,Trabzonspor,ST,76,57,63,62,50,59,62,62,38,39,60,67,66,58,63,64,65,64,58,62,61,30,14,64,53,60,58,17,18,14,66,63,50,61,21,55
12270,242223,A. Al Hamdan,20,62,Saudi Arabia,Al Shabab,ST,76,33,64,60,52,52,55,38,31,34,60,68,72,61,61,54,57,74,67,74,57,46,19,63,40,60,53,12,17,12,70,60,41,57,20,67
13465,245741,J. Lindstrøm,20,62,Denmark,Brøndby IF,CAM,76,53,60,43,59,47,66,51,42,50,64,80,78,66,54,71,62,56,61,43,49,62,32,59,62,46,59,40,49,42,79,57,56,65,42,52
17111,259071,Adrián Turmo,19,62,Spain,Girona FC,ST,76,31,67,65,53,52,58,44,38,40,56,78,75,72,59,77,66,66,58,53,64,44,20,60,58,72,56,14,15,18,76,65,46,60,21,53
14926,252169,T. Lutonda,19,62,Belgium,RKC Waalwijk,LB,76,62,26,43,61,25,58,38,36,52,60,73,68,78,48,85,40,68,58,56,23,58,56,48,46,44,53,52,66,63,70,30,54,61,57,58
15491,253898,J. Ramírez,19,62,Venezuela,Real Salt Lake,RM,76,60,56,40,62,48,62,50,42,54,61,70,68,73,57,61,55,54,71,55,48,33,19,60,50,58,64,30,24,31,69,54,56,63,27,55
15962,255352,F. Lo Celso,20,62,Argentina,Rosario Central,CAM,76,56,48,51,72,54,62,60,55,65,63,66,69,68,51,70,62,50,52,48,52,55,36,61,63,61,67,54,46,58,68,53,65,63,48,51
11730,240563,D. Emmanouilidis,19,62,Greece,Panathinaikos FC,RW,76,62,55,50,55,39,65,35,30,36,61,84,80,81,54,76,50,61,60,40,49,30,10,63,55,50,57,20,12,18,82,52,51,65,18,44
14838,251974,H. Mbock,20,62,France,Stade Brestois 29,CAM,76,48,51,54,70,33,68,52,40,68,68,65,61,58,53,69,76,59,31,43,68,64,49,56,61,45,43,53,59,59,63,58,61,66,55,45
13255,245055,A. Moreno,21,62,Argentina,Newell's Old Boys,CAM,76,57,55,45,66,50,67,54,51,62,68,69,70,70,63,69,65,49,62,56,67,46,35,65,63,55,67,50,36,45,70,60,62,68,42,55
7039,221536,C. Telfer,19,62,Scotland,Dundee United,CAM,76,56,62,46,65,39,66,67,51,55,67,74,75,77,40,80,66,60,70,56,63,42,54,43,65,54,,44,50,51,75,61,61,67,49,57
15150,252858,E. Tagseth,19,62,Norway,Rosenborg BK,CAM,76,41,47,41,66,46,63,47,44,62,67,70,69,73,59,84,58,52,69,45,45,58,47,59,64,49,63,41,53,47,69,49,58,66,46,54
12721,243604,Juan Cruz,20,62,Spain,Málaga CF,LM,76,63,61,42,58,52,67,64,59,53,62,72,69,66,49,58,57,40,49,47,63,36,36,56,58,63,57,32,27,31,70,60,59,64,32,45
10954,237809,J. Bowler,20,62,England,Hull City,LM,76,61,58,34,57,52,69,56,35,50,63,70,64,69,54,82,62,45,64,46,58,42,24,58,50,61,53,32,31,37,67,59,54,67,31,50
15185,252922,Tòfol Montiel,20,62,Spain,Fiorentina,CAM,76,52,54,40,62,52,68,56,52,58,68,66,68,68,58,70,66,60,50,48,60,44,28,58,60,56,60,40,44,40,67,58,58,68,39,48
12691,243527,F. Caligara,20,62,Italy,Cagliari,CM,76,48,43,60,70,51,60,47,65,62,68,55,53,60,58,68,63,60,51,67,61,54,59,54,62,45,59,64,58,59,54,52,61,63,60,60
11745,240606,J. Sparkes,19,62,England,Exeter City,LWB,76,61,39,52,53,37,57,52,45,46,58,75,73,75,54,81,51,73,70,50,47,46,56,52,49,49,43,57,58,56,74,44,52,60,57,55
16349,256852,R. Del Campo,20,62,Switzerland,Famalicão,ST,75,52,63,60,54,60,64,50,45,39,65,68,69,60,51,55,71,47,49,65,60,29,26,60,50,63,53,20,26,28,69,64,50,63,28,53
12684,243514,J. Meier,20,62,Germany,SG Dynamo Dresden,LB,75,55,49,53,48,38,54,43,39,41,50,61,65,68,62,67,38,60,64,63,37,62,58,48,45,33,44,59,65,66,63,43,47,55,61,63
16523,257314,B. Nsimba,20,62,Belgium,Royal Antwerp FC,ST,75,57,64,43,58,58,67,46,45,47,65,87,84,76,58,73,68,72,48,71,53,38,22,54,45,54,58,21,23,21,85,61,52,67,24,59
11364,239360,P. Struijk,20,62,Netherlands,Leeds United,CB,75,30,23,64,65,34,53,42,32,62,60,54,55,46,54,50,60,70,59,68,30,65,62,33,52,45,61,62,59,57,55,34,52,54,61,65
11621,240175,Bruno Jordão,21,62,Portugal,Famalicão,CAM,75,51,54,57,66,46,68,44,43,65,67,65,62,67,60,68,63,58,60,57,53,61,50,49,64,54,65,45,52,45,63,55,60,67,49,59
16372,256900,A. Mahmoud,20,62,Mauritania,Deportivo Alavés,CDM,75,28,50,53,64,22,61,33,31,58,64,60,66,58,60,47,54,68,67,74,58,60,65,64,61,37,48,60,64,55,63,51,52,61,61,69
12475,242800,G. Tanner B,20,62,England,Carlisle United,RB,75,61,35,51,55,30,60,42,29,40,54,74,71,74,61,70,52,67,62,58,45,50,58,58,40,25,50,57,63,58,72,41,49,60,59,58
14376,250849,J. Sobociński,20,62,Poland,LKS Lodz,CB,75,29,16,61,59,28,24,29,18,56,43,63,60,61,58,66,33,72,71,73,18,61,60,32,39,32,45,59,61,59,61,22,45,37,60,70
11117,238464,J. Mlakar,20,62,Slovenia,Wigan Athletic,ST,75,38,66,60,58,50,58,42,37,42,62,62,64,60,58,60,60,62,53,70,54,36,18,60,50,62,60,19,23,19,63,61,48,60,24,59
10801,237337,T. Verlinden,20,62,Belgium,Stoke City,RM,75,64,50,46,60,53,69,55,42,55,65,71,74,75,51,81,69,46,58,36,49,39,20,57,59,50,59,48,37,49,73,54,59,68,39,43
11048,238157,M. Roerslev,21,62,Denmark,Brentford,RWB,75,66,32,43,59,37,57,53,35,51,59,75,77,70,59,71,51,70,66,62,40,57,55,55,50,35,52,55,56,56,76,39,56,60,54,62
15879,255144,R. Orihuela,19,62,Uruguay,Nacional de Montevideo,RB,75,61,31,44,55,28,49,32,30,25,59,74,77,66,50,64,26,71,64,62,28,51,55,43,33,35,48,59,62,58,76,30,45,55,58,61
12739,243637,R. Hutchinson,20,62,England,Burton Albion,LB,75,59,28,52,57,24,59,38,31,43,57,74,70,60,56,66,28,62,70,58,29,50,55,48,33,38,42,56,59,57,72,30,48,59,56,60
14089,247764,K. John,19,62,England,Everton,RB,75,60,45,50,56,34,56,54,35,45,61,71,69,79,56,85,39,69,62,44,40,58,58,58,52,35,61,63,60,60,70,42,53,61,60,53
15925,255256,F. Paredes,21,62,Argentina,Defensa y Justicia,CB,75,49,33,65,61,41,59,44,39,55,61,72,77,77,65,67,49,73,67,66,32,61,59,51,57,54,67,55,61,63,75,38,55,62,59,66
10219,235288,S. Schreck,21,62,Germany,FC Groningen,CAM,75,52,44,46,64,49,69,52,51,60,66,69,63,78,58,73,54,43,54,33,44,38,33,52,65,47,58,33,36,33,66,47,60,69,35,40
10623,236706,P. Almqvist,20,62,Sweden,IFK Norrköping,CAM,75,48,54,38,61,38,69,63,34,53,66,82,75,80,51,72,49,83,54,44,46,47,39,52,58,39,57,33,42,42,78,50,55,68,38,49
9793,233728,M. Doucouré,22,62,France,Borussia Mönchengladbach,CB,75,35,21,56,59,31,48,30,35,50,56,62,64,65,58,66,56,74,34,69,28,63,58,29,48,44,45,63,65,62,63,31,48,54,62,59
10000,234525,A. Carleton,19,62,United States,Atlanta United,CAM,75,53,60,43,62,64,70,73,64,58,66,70,69,83,52,79,62,53,50,43,58,58,26,55,59,59,60,31,40,41,69,60,60,70,35,48
16845,258396,C. Özkacar,19,62,Turkey,Olympique Lyonnais,CB,75,29,21,61,60,28,51,29,33,58,59,53,55,46,57,48,42,62,50,76,21,66,60,44,53,45,58,59,62,58,54,28,49,53,60,67
14506,251229,K. Yeboah,20,62,Ghana,WSG Tirol,ST,75,53,61,53,55,57,64,54,40,48,60,85,90,75,58,68,62,84,56,64,57,39,20,56,58,54,58,19,21,17,88,60,53,64,23,58
9957,234296,S. Ylätupa,20,62,Finland,AIK,LM,75,61,54,38,64,57,70,66,60,46,65,79,76,68,51,81,55,76,68,57,44,35,24,55,64,41,68,22,29,26,77,52,61,68,27,56
15081,252573,A. Terzić,20,62,Serbia,Empoli,LB,75,55,35,55,47,30,58,42,43,45,55,64,67,58,58,60,44,59,61,54,44,60,60,50,42,49,44,61,65,65,66,40,47,57,62,57
14203,248205,K. Maradishvili,20,62,Russia,PFC CSKA Moscow,CAM,75,56,54,50,64,43,64,40,48,60,62,62,69,55,61,70,60,56,56,50,51,66,58,58,60,39,60,62,62,60,66,54,59,63,60,55
17045,258886,Bethencourt,18,62,Spain,CD Tenerife,CB,75,51,31,60,54,37,29,31,31,40,51,55,63,40,53,45,55,71,63,72,47,67,56,36,47,46,54,61,66,63,59,40,48,39,62,69
17050,258895,C. Herrmann,20,62,Germany,VfL Wolfsburg,ST,75,40,63,63,55,60,53,54,43,40,61,67,68,49,60,47,65,60,58,69,60,61,26,59,52,57,58,29,26,31,68,62,49,55,31,64
17019,258812,T. Siersleben,20,62,Germany,VfL Wolfsburg,CB,75,48,23,60,59,27,51,27,30,45,57,63,67,52,62,51,45,67,58,67,41,56,60,26,36,47,57,61,67,64,65,33,47,53,63,63
13199,244881,N. Tiknizyan,21,62,Russia,PFC CSKA Moscow,LM,75,64,55,43,61,50,65,61,40,47,63,74,73,54,44,65,58,63,66,58,40,32,40,56,49,63,46,51,51,51,73,53,56,62,48,55
13073,244515,C. Antwi,20,62,Ghana,FC Nordsjælland,LB,75,55,38,55,58,38,57,47,33,51,61,85,84,87,55,86,47,84,64,58,35,62,58,57,52,32,49,56,54,52,84,40,53,63,55,62
13894,247135,A. Hristov,20,62,Bulgaria,Bulgaria,CB,75,34,19,64,49,26,35,24,24,41,41,59,63,59,59,55,50,73,60,72,25,55,58,25,30,33,46,64,62,60,61,28,39,41,62,66
13079,244529,A. Zekaj,20,62,Kosovo,LOSC Lille,CB,75,50,43,58,66,35,57,44,48,60,60,55,55,57,59,48,58,51,61,71,38,64,56,44,56,51,55,64,60,64,55,45,58,58,61,66
13568,246127,P. Will,21,62,Germany,SG Dynamo Dresden,CB,75,53,41,63,66,38,57,48,49,65,61,58,62,63,56,62,64,66,71,75,55,67,54,43,49,48,52,56,63,59,60,49,58,59,59,72
13100,244588,B. Baiye,18,62,Belgium,Clermont Foot 63,CB,75,36,32,57,63,28,57,34,35,58,61,65,53,57,62,72,48,64,62,73,30,53,62,39,46,48,55,60,64,61,58,36,51,59,61,66
15861,255106,L. Badé,20,62,France,Racing Club de Lens,CB,75,31,25,60,59,24,36,28,23,48,56,61,59,52,51,45,42,71,67,69,25,63,59,26,29,33,53,63,63,63,60,29,42,45,62,67
13193,244858,N. Hahn,19,62,Austria,FK Austria Wien,CDM,75,49,36,47,68,39,61,54,50,64,66,74,64,80,59,75,58,73,67,57,48,64,56,31,63,47,54,57,55,56,69,43,61,65,55,62
13597,246229,M. Boudjemaa,21,62,France,En Avant de Guingamp,CB,75,45,34,61,66,33,52,43,44,59,56,65,69,61,57,62,52,70,68,68,41,67,57,38,49,47,58,59,65,61,67,40,55,55,61,68
12373,242487,Bruno Reis,18,62,Portugal,Portimonense SC,CM,74,50,36,59,70,47,58,46,41,68,60,64,68,65,60,74,63,58,64,45,42,63,51,60,61,47,58,44,52,51,66,45,61,60,50,54
12365,242449,J. Caballero,21,62,Colombia,Atlético Bucaramanga,RM,74,58,51,43,61,36,60,35,37,55,63,72,74,74,56,73,54,64,67,58,43,54,40,62,52,44,54,55,39,31,73,49,55,63,44,60
15363,253372,N. Markelo,21,62,Netherlands,FC Twente,CB,74,46,36,58,57,38,58,46,46,55,59,64,66,64,63,66,62,57,63,68,40,67,59,41,52,48,56,61,61,62,65,43,52,60,60,66
12847,243920,S. Kyei,20,62,France,Stade de Reims,ST,74,42,61,63,59,51,58,44,41,38,57,75,77,56,57,49,68,68,60,73,55,56,15,55,45,67,44,21,12,12,76,61,48,57,20,66
10671,236885,B. Vazquez,21,62,United States,FC Cincinnati,ST,74,41,60,64,57,50,54,34,41,38,59,65,69,64,59,57,63,70,39,79,58,63,24,62,50,64,52,15,11,14,67,60,48,57,20,65
15866,255114,Tomás Castro,21,62,Portugal,Os Belenenses,CAM,74,56,55,35,65,57,63,60,72,61,64,62,64,70,58,63,65,51,48,56,56,45,39,62,64,66,65,41,39,34,63,58,63,64,39,52
11996,241392,E. Daci,21,62,North Macedonia,Atiker Konyaspor,ST,74,58,64,49,55,65,73,64,41,48,64,60,62,57,63,61,62,56,48,58,58,28,19,58,58,50,55,29,17,17,61,61,55,68,24,49
12523,242980,M. Shabani,21,62,Germany,Wolverhampton Wanderers,CAM,74,53,52,46,69,47,65,48,46,68,67,69,67,68,43,63,57,57,55,58,56,46,28,46,64,52,67,34,36,35,68,53,62,65,35,55
12047,241507,J. Tucker,20,62,England,Gillingham,CB,74,28,24,59,58,25,42,21,22,57,49,74,67,47,58,55,36,77,68,72,19,59,60,32,42,25,50,61,62,61,70,26,45,46,61,69
8194,226832,J. Calero,19,62,Colombia,Club León,ST,74,41,65,58,61,41,64,49,60,39,63,58,58,55,58,61,61,56,64,64,60,32,20,57,46,61,51,31,22,18,58,61,50,62,28,57
8193,226822,C. Roberts,21,62,England,Newcastle United,LW,74,57,62,44,59,58,66,60,60,48,61,74,68,59,61,78,61,51,51,33,63,40,22,56,58,61,55,30,25,22,71,61,57,64,28,40
14832,251956,A. Ngouyamsa,19,62,Cameroon,Dijon FCO,CB,74,54,27,62,55,30,69,39,37,35,44,64,64,58,55,58,38,60,60,61,54,60,59,52,41,46,49,61,71,66,64,37,47,59,64,61
11809,240786,A. Koiki,20,62,England,Burnley,LB,74,59,54,53,57,49,61,48,34,49,62,77,77,69,53,64,59,54,67,69,51,57,56,51,45,59,44,51,58,57,77,54,52,62,55,65
11896,241036,G. Marsh,21,62,England,Tottenham Hotspur,CDM,74,56,41,53,63,36,54,47,43,60,60,66,57,57,58,65,60,73,71,57,35,68,60,39,53,49,54,59,64,62,61,44,57,57,60,64
14814,251912,Z. Ould Khaled,20,62,France,Angers SCO,CB,74,42,41,62,64,42,64,50,53,62,64,57,55,58,55,38,63,58,64,71,45,65,56,56,52,46,47,60,64,62,56,47,56,62,61,67
